panel_id,manufacturer,original_wattage,current_wattage,years_operating,degradation_rate,temperature,dust_level,efficiency,installation_date,farm,block,latitude,longitude
PANEL-00356,LG,500,500.0,0,1.5,20.5,14.5,100.0,2016-09-29,"Bhadla Solar Park, Rajasthan",Block C5,27.532,71.92018
PANEL-00357,Panasonic,500,486.6,4,0.68,33.7,17.3,97.3,2023-11-15,"Bhadla Solar Park, Rajasthan",Block C6,27.532,71.92992
PANEL-00358,Panasonic,500,469.7,6,1.04,38.9,18.9,93.9,2013-08-23,"Bhadla Solar Park, Rajasthan",Block C7,27.532,71.93967
PANEL-00359,Trina,400,335.5,15,1.16,31.0,19.9,83.9,2022-01-21,"Bhadla Solar Park, Rajasthan",Block C8,27.532,71.94943
PANEL-00360,Trina,450,408.9,13,0.73,29.1,24.8,90.9,2015-11-10,"Bhadla Solar Park, Rajasthan",Block D1,27.543,71.88117
PANEL-00361,SunPower,450,418.2,7,1.04,36.8,21.1,92.9,2026-04-01,"Bhadla Solar Park, Rajasthan",Block D2,27.543,71.89092
PANEL-00362,Canadian Solar,550,531.7,3,1.12,41.9,3.2,96.7,2018-11-26,"Bhadla Solar Park, Rajasthan",Block D3,27.543,71.90068
PANEL-00363,Jinko,450,390.5,11,1.28,36.9,17.7,86.8,2016-06-15,"Bhadla Solar Park, Rajasthan",Block D4,27.543,71.91043
PANEL-00364,Canadian Solar,550,536.9,3,0.8,32.1,2.2,97.6,2019-10-27,"Bhadla Solar Park, Rajasthan",Block D5,27.543,71.92018
PANEL-00365,Canadian Solar,550,481.3,10,1.33,26.7,7.0,87.5,2022-01-11,"Bhadla Solar Park, Rajasthan",Block D6,27.543,71.92992
PANEL-00366,Jinko,400,383.7,3,1.37,44.5,14.4,95.9,2011-10-10,"Bhadla Solar Park, Rajasthan",Block D7,27.543,71.93967
PANEL-00367,SunPower,500,482.4,4,0.89,34.7,12.5,96.5,2025-02-13,"Bhadla Solar Park, Rajasthan",Block D8,27.543,71.94943
PANEL-00368,LG,550,500.6,9,1.04,54.8,13.3,91.0,2026-04-16,"Bhadla Solar Park, Rajasthan",Block E1,27.554,71.88117
PANEL-00369,Canadian Solar,450,438.5,2,1.29,50.8,7.6,97.4,2026-06-16,"Bhadla Solar Park, Rajasthan",Block E2,27.554,71.89092
PANEL-00370,Panasonic,500,440.4,14,0.9,45.4,8.7,88.1,2014-09-18,"Bhadla Solar Park, Rajasthan",Block E3,27.554,71.90068
PANEL-00371,Jinko,500,458.6,8,1.08,31.0,12.0,91.7,2011-11-06,"Bhadla Solar Park, Rajasthan",Block E4,27.554,71.91043
PANEL-00372,Jinko,500,483.6,3,1.11,34.8,23.8,96.7,2023-10-14,"Bhadla Solar Park, Rajasthan",Block E5,27.554,71.92018
PANEL-00373,Panasonic,550,495.4,12,0.87,49.3,1.7,90.1,2024-01-07,"Bhadla Solar Park, Rajasthan",Block E6,27.554,71.92992
PANEL-00374,Panasonic,500,471.4,8,0.73,42.4,23.4,94.3,2016-10-15,"Bhadla Solar Park, Rajasthan",Block E7,27.554,71.93967
PANEL-00375,Panasonic,450,446.5,1,0.78,30.3,21.3,99.2,2019-03-18,"Bhadla Solar Park, Rajasthan",Block E8,27.554,71.94943
PANEL-00376,SunPower,450,422.8,12,0.52,23.4,9.7,94.0,2021-04-22,"Bhadla Solar Park, Rajasthan",Block F1,27.56582,71.88117
PANEL-00377,Panasonic,400,375.1,9,0.71,52.6,12.1,93.8,2024-10-07,"Bhadla Solar Park, Rajasthan",Block F2,27.56582,71.89092
PANEL-00378,Canadian Solar,450,393.1,12,1.12,34.0,4.3,87.4,2015-01-13,"Bhadla Solar Park, Rajasthan",Block F3,27.56582,71.90068
PANEL-00379,LG,450,405.8,8,1.28,22.6,6.6,90.2,2025-07-24,"Bhadla Solar Park, Rajasthan",Block F4,27.56582,71.91043
PANEL-00380,Canadian Solar,550,486.0,11,1.12,27.3,5.8,88.4,2022-10-24,"Bhadla Solar Park, Rajasthan",Block F5,27.56582,71.92018
PANEL-00381,Panasonic,500,490.0,3,0.67,46.3,16.4,98.0,2014-04-15,"Bhadla Solar Park, Rajasthan",Block F6,27.56582,71.92992
PANEL-00382,SunPower,450,417.9,6,1.22,35.7,16.4,92.9,2020-10-18,"Bhadla Solar Park, Rajasthan",Block F7,27.56582,71.93967
PANEL-00383,Panasonic,450,420.9,5,1.33,53.3,18.3,93.5,2019-05-31,"Bhadla Solar Park, Rajasthan",Block F8,27.56582,71.94943
PANEL-00384,Panasonic,450,440.9,4,0.51,34.2,0.5,98.0,2019-03-29,"Bhadla Solar Park, Rajasthan",Block A1,27.51,71.88312
PANEL-00385,Panasonic,400,359.4,9,1.18,20.0,4.7,89.8,2024-03-10,"Bhadla Solar Park, Rajasthan",Block A2,27.51,71.89287
PANEL-00386,Canadian Solar,450,450.0,0,0.82,44.2,5.0,100.0,2014-12-20,"Bhadla Solar Park, Rajasthan",Block A3,27.51,71.90263
PANEL-00387,Panasonic,400,344.7,15,0.99,50.8,2.7,86.2,2013-07-11,"Bhadla Solar Park, Rajasthan",Block A4,27.51,71.91237
PANEL-00388,SunPower,500,454.3,10,0.95,28.1,8.1,90.9,2016-02-26,"Bhadla Solar Park, Rajasthan",Block A5,27.51,71.92212
PANEL-00389,Canadian Solar,450,445.6,1,0.98,39.6,9.4,99.0,2022-08-29,"Bhadla Solar Park, Rajasthan",Block A6,27.51,71.93187
PANEL-00390,Canadian Solar,550,489.9,12,0.96,42.8,23.9,89.1,2026-08-11,"Bhadla Solar Park, Rajasthan",Block A7,27.51,71.94163
PANEL-00391,SunPower,400,377.7,7,0.82,42.1,17.2,94.4,2025-02-02,"Bhadla Solar Park, Rajasthan",Block A8,27.51,71.95137
PANEL-00392,Trina,500,446.3,15,0.75,39.1,15.9,89.3,2018-11-08,"Bhadla Solar Park, Rajasthan",Block B1,27.521,71.88312
PANEL-00393,Jinko,550,498.5,7,1.4,49.2,15.9,90.6,2026-06-10,"Bhadla Solar Park, Rajasthan",Block B2,27.521,71.89287
PANEL-00394,Jinko,500,500.0,0,0.57,28.1,18.4,100.0,2020-10-09,"Bhadla Solar Park, Rajasthan",Block B3,27.521,71.90263
PANEL-00395,LG,400,385.1,7,0.54,40.6,2.1,96.3,2017-03-11,"Bhadla Solar Park, Rajasthan",Block B4,27.521,71.91237
PANEL-00396,Panasonic,550,470.0,12,1.3,20.0,11.5,85.5,2022-01-26,"Bhadla Solar Park, Rajasthan",Block B5,27.521,71.92212
PANEL-00397,SunPower,400,384.9,3,1.27,41.9,16.5,96.2,2025-02-11,"Bhadla Solar Park, Rajasthan",Block B6,27.521,71.93187
PANEL-00398,Jinko,550,501.8,10,0.91,52.6,1.7,91.2,2022-05-07,"Bhadla Solar Park, Rajasthan",Block B7,27.521,71.94163
PANEL-00399,SunPower,400,368.6,14,0.58,41.9,24.2,92.2,2023-03-30,"Bhadla Solar Park, Rajasthan",Block B8,27.521,71.95137
PANEL-00400,LG,450,411.5,7,1.27,25.8,5.1,91.4,2016-09-16,"Bhadla Solar Park, Rajasthan",Block C1,27.532,71.88312
PANEL-00401,Trina,500,483.5,3,1.12,55.0,19.4,96.7,2020-08-02,"Bhadla Solar Park, Rajasthan",Block C2,27.532,71.89287
PANEL-00402,SunPower,450,414.2,8,1.03,33.6,24.5,92.0,2020-01-10,"Bhadla Solar Park, Rajasthan",Block C3,27.532,71.90263
PANEL-00403,SunPower,550,482.7,12,1.08,49.3,18.7,87.8,2023-01-24,"Bhadla Solar Park, Rajasthan",Block C4,27.532,71.91237
PANEL-00404,Trina,450,378.0,15,1.16,36.4,23.2,84.0,2020-07-19,"Bhadla Solar Park, Rajasthan",Block C5,27.532,71.92212
PANEL-00405,Trina,550,512.8,8,0.87,31.6,10.8,93.2,2016-07-13,"Bhadla Solar Park, Rajasthan",Block C6,27.532,71.93187
PANEL-00406,Jinko,550,529.0,5,0.77,42.1,12.4,96.2,2020-09-27,"Bhadla Solar Park, Rajasthan",Block C7,27.532,71.94163
PANEL-00407,Panasonic,550,495.1,7,1.49,45.1,16.8,90.0,2012-01-12,"Bhadla Solar Park, Rajasthan",Block C8,27.532,71.95137
PANEL-00408,Panasonic,400,368.0,6,1.38,43.0,15.9,92.0,2019-03-29,"Bhadla Solar Park, Rajasthan",Block D1,27.543,71.88312
PANEL-00409,Trina,400,335.6,13,1.34,23.4,18.2,83.9,2024-11-19,"Bhadla Solar Park, Rajasthan",Block D2,27.543,71.89287
PANEL-00410,LG,450,419.7,6,1.16,41.8,24.6,93.3,2019-08-03,"Bhadla Solar Park, Rajasthan",Block D3,27.543,71.90263
PANEL-00411,Panasonic,400,376.7,11,0.54,27.0,4.1,94.2,2014-11-10,"Bhadla Solar Park, Rajasthan",Block D4,27.543,71.91237
PANEL-00412,LG,450,414.1,14,0.59,39.9,3.8,92.0,2012-07-08,"Bhadla Solar Park, Rajasthan",Block D5,27.543,71.92212
PANEL-00413,LG,400,358.3,12,0.91,45.4,19.0,89.6,2022-11-20,"Bhadla Solar Park, Rajasthan",Block D6,27.543,71.93187
PANEL-00414,LG,400,369.9,7,1.11,41.6,21.9,92.5,2017-08-14,"Bhadla Solar Park, Rajasthan",Block D7,27.543,71.94163
PANEL-00415,Jinko,550,501.2,14,0.66,31.4,14.0,91.1,2023-02-20,"Bhadla Solar Park, Rajasthan",Block D8,27.543,71.95137
PANEL-00416,Canadian Solar,550,533.7,2,1.49,37.9,20.0,97.0,2016-11-25,"Bhadla Solar Park, Rajasthan",Block E1,27.554,71.88312
PANEL-00417,Panasonic,400,367.5,8,1.06,31.5,18.3,91.9,2024-02-17,"Bhadla Solar Park, Rajasthan",Block E2,27.554,71.89287
PANEL-00418,LG,500,495.7,1,0.86,42.8,0.1,99.1,2019-05-27,"Bhadla Solar Park, Rajasthan",Block E3,27.554,71.90263
PANEL-00419,Canadian Solar,500,476.4,9,0.54,54.5,18.6,95.3,2023-10-25,"Bhadla Solar Park, Rajasthan",Block E4,27.554,71.91237
PANEL-00420,Canadian Solar,550,489.0,8,1.46,25.5,3.7,88.9,2012-08-30,"Bhadla Solar Park, Rajasthan",Block E5,27.554,71.92212
PANEL-00421,SunPower,450,419.9,5,1.38,28.9,24.9,93.3,2020-09-08,"Bhadla Solar Park, Rajasthan",Block E6,27.554,71.93187
PANEL-00422,Panasonic,450,393.8,14,0.95,45.9,14.8,87.5,2021-08-25,"Bhadla Solar Park, Rajasthan",Block E7,27.554,71.94163
PANEL-00423,Jinko,400,382.1,5,0.91,43.4,17.4,95.5,2019-12-10,"Bhadla Solar Park, Rajasthan",Block E8,27.554,71.95137
PANEL-00424,Trina,450,406.6,9,1.12,51.7,2.3,90.4,2017-12-02,"Bhadla Solar Park, Rajasthan",Block F1,27.56582,71.88312
PANEL-00425,Canadian Solar,450,424.2,6,0.98,34.3,16.1,94.3,2014-07-10,"Bhadla Solar Park, Rajasthan",Block F2,27.56582,71.89287
PANEL-00426,Panasonic,450,408.8,9,1.06,60.0,16.9,90.8,2025-01-11,"Bhadla Solar Park, Rajasthan",Block F3,27.56582,71.90263
PANEL-00427,SunPower,400,393.9,2,0.77,52.1,20.6,98.5,2016-01-04,"Bhadla Solar Park, Rajasthan",Block F4,27.56582,71.91237
PANEL-00428,LG,500,461.1,14,0.58,38.3,19.6,92.2,2012-09-16,"Bhadla Solar Park, Rajasthan",Block F5,27.56582,71.92212
PANEL-00429,Trina,500,474.7,4,1.29,35.5,12.9,94.9,2025-06-22,"Bhadla Solar Park, Rajasthan",Block F6,27.56582,71.93187
PANEL-00430,Jinko,400,370.0,12,0.65,32.8,2.2,92.5,2022-02-18,"Bhadla Solar Park, Rajasthan",Block F7,27.56582,71.94163
PANEL-00431,Jinko,500,500.0,0,1.1,21.3,18.4,100.0,2012-10-13,"Bhadla Solar Park, Rajasthan",Block F8,27.56582,71.95137
PANEL-00432,Canadian Solar,550,490.0,8,1.43,29.8,15.9,89.1,2012-07-05,"Bhadla Solar Park, Rajasthan",Block A1,27.51,71.88508
PANEL-00433,Panasonic,550,488.1,10,1.19,58.5,24.8,88.7,2020-09-16,"Bhadla Solar Park, Rajasthan",Block A2,27.51,71.89482
PANEL-00434,Jinko,400,353.1,10,1.24,43.6,4.1,88.3,2016-07-14,"Bhadla Solar Park, Rajasthan",Block A3,27.51,71.90458
PANEL-00435,Trina,400,336.0,13,1.33,40.5,6.8,84.0,2015-12-03,"Bhadla Solar Park, Rajasthan",Block A4,27.51,71.91433
PANEL-00436,Jinko,500,461.5,10,0.8,50.3,21.0,92.3,2021-03-03,"Bhadla Solar Park, Rajasthan",Block A5,27.51,71.92408
PANEL-00437,Trina,500,500.0,0,0.94,38.1,23.4,100.0,2020-01-28,"Bhadla Solar Park, Rajasthan",Block A6,27.51,71.93382
PANEL-00438,SunPower,400,377.9,5,1.13,41.0,0.2,94.5,2018-11-01,"Bhadla Solar Park, Rajasthan",Block A7,27.51,71.94358
PANEL-00439,LG,400,385.7,5,0.73,41.5,3.3,96.4,2022-03-22,"Bhadla Solar Park, Rajasthan",Block A8,27.51,71.95333
PANEL-00440,Canadian Solar,500,467.0,7,0.97,30.5,19.7,93.4,2024-03-05,"Bhadla Solar Park, Rajasthan",Block B1,27.521,71.88508
PANEL-00441,Trina,400,350.8,15,0.87,30.5,10.7,87.7,2026-02-04,"Bhadla Solar Park, Rajasthan",Block B2,27.521,71.89482
PANEL-00442,LG,550,534.6,5,0.57,34.7,1.6,97.2,2020-05-13,"Bhadla Solar Park, Rajasthan",Block B3,27.521,71.90458
PANEL-00443,Trina,550,515.8,10,0.64,39.9,13.3,93.8,2015-09-14,"Bhadla Solar Park, Rajasthan",Block B4,27.521,71.91433
PANEL-00444,Panasonic,450,413.3,10,0.85,42.5,14.0,91.8,2022-09-08,"Bhadla Solar Park, Rajasthan",Block B5,27.521,71.92408
PANEL-00445,Trina,550,506.2,9,0.92,40.9,6.5,92.0,2011-10-13,"Bhadla Solar Park, Rajasthan",Block B6,27.521,71.93382
PANEL-00446,Canadian Solar,550,518.1,4,1.48,47.9,5.0,94.2,2020-03-19,"Bhadla Solar Park, Rajasthan",Block B7,27.521,71.94358
PANEL-00447,SunPower,550,541.1,2,0.81,27.5,23.7,98.4,2021-05-14,"Bhadla Solar Park, Rajasthan",Block B8,27.521,71.95333
PANEL-00448,Panasonic,550,520.7,8,0.68,31.8,17.1,94.7,2020-04-04,"Bhadla Solar Park, Rajasthan",Block C1,27.532,71.88508
PANEL-00449,Panasonic,500,500.0,0,1.48,38.4,5.7,100.0,2020-12-06,"Bhadla Solar Park, Rajasthan",Block C2,27.532,71.89482
PANEL-00450,Canadian Solar,400,360.5,8,1.29,60.0,5.7,90.1,2019-05-19,"Bhadla Solar Park, Rajasthan",Block C3,27.532,71.90458
PANEL-00451,LG,500,500.0,0,0.93,49.4,3.5,100.0,2012-06-25,"Bhadla Solar Park, Rajasthan",Block C4,27.532,71.91433
PANEL-00452,Jinko,550,546.7,1,0.6,38.8,18.7,99.4,2013-10-31,"Bhadla Solar Park, Rajasthan",Block C5,27.532,71.92408
PANEL-00453,Panasonic,550,502.3,7,1.29,51.2,2.8,91.3,2013-11-17,"Bhadla Solar Park, Rajasthan",Block C6,27.532,71.93382
PANEL-00454,Trina,400,349.8,9,1.48,39.9,8.5,87.5,2020-04-16,"Bhadla Solar Park, Rajasthan",Block C7,27.532,71.94358
PANEL-00455,Jinko,400,387.6,3,1.04,54.6,19.0,96.9,2013-01-08,"Bhadla Solar Park, Rajasthan",Block C8,27.532,71.95333
PANEL-00456,Panasonic,500,487.2,5,0.52,43.6,4.0,97.4,2024-07-07,"Bhadla Solar Park, Rajasthan",Block D1,27.543,71.88508
PANEL-00457,Panasonic,400,345.8,10,1.45,31.6,14.0,86.5,2016-01-25,"Bhadla Solar Park, Rajasthan",Block D2,27.543,71.89482
PANEL-00458,Jinko,400,363.5,9,1.06,31.1,8.6,90.9,2023-09-25,"Bhadla Solar Park, Rajasthan",Block D3,27.543,71.90458
PANEL-00459,Canadian Solar,550,550.0,0,0.89,41.1,20.0,100.0,2021-09-08,"Bhadla Solar Park, Rajasthan",Block D4,27.543,71.91433
PANEL-00460,Jinko,400,372.2,8,0.9,38.7,4.9,93.0,2016-08-22,"Bhadla Solar Park, Rajasthan",Block D5,27.543,71.92408
PANEL-00461,LG,500,473.1,7,0.79,31.2,19.8,94.6,2020-08-07,"Bhadla Solar Park, Rajasthan",Block D6,27.543,71.93382
PANEL-00462,Trina,550,525.5,4,1.13,35.5,22.9,95.5,2012-05-09,"Bhadla Solar Park, Rajasthan",Block D7,27.543,71.94358
PANEL-00463,Canadian Solar,550,546.4,1,0.66,52.8,17.4,99.3,2017-07-06,"Bhadla Solar Park, Rajasthan",Block D8,27.543,71.95333
PANEL-00464,SunPower,450,446.3,1,0.82,36.7,4.6,99.2,2024-12-23,"Bhadla Solar Park, Rajasthan",Block E1,27.554,71.88508
PANEL-00465,Panasonic,450,378.1,15,1.15,36.0,3.8,84.0,2020-05-03,"Bhadla Solar Park, Rajasthan",Block E2,27.554,71.89482
PANEL-00466,Panasonic,550,475.4,13,1.12,40.2,24.2,86.4,2025-01-30,"Bhadla Solar Park, Rajasthan",Block E3,27.554,71.90458
PANEL-00467,Canadian Solar,550,459.7,12,1.48,54.1,16.7,83.6,2014-09-15,"Bhadla Solar Park, Rajasthan",Block E4,27.554,71.91433
PANEL-00468,SunPower,400,397.3,1,0.67,38.1,4.1,99.3,2022-05-20,"Bhadla Solar Park, Rajasthan",Block E5,27.554,71.92408
PANEL-00469,Canadian Solar,450,440.8,2,1.03,49.9,18.0,98.0,2012-11-23,"Bhadla Solar Park, Rajasthan",Block E6,27.554,71.93382
PANEL-00470,Canadian Solar,450,427.1,9,0.58,31.9,21.5,94.9,2022-11-01,"Bhadla Solar Park, Rajasthan",Block E7,27.554,71.94358
PANEL-00471,Panasonic,400,379.6,5,1.04,46.0,17.8,94.9,2018-06-20,"Bhadla Solar Park, Rajasthan",Block E8,27.554,71.95333
PANEL-00472,Trina,550,494.7,11,0.96,39.1,20.7,89.9,2014-02-20,"Bhadla Solar Park, Rajasthan",Block F1,27.56582,71.88508
PANEL-00473,SunPower,450,412.1,13,0.67,20.0,17.8,91.6,2016-03-01,"Bhadla Solar Park, Rajasthan",Block F2,27.56582,71.89482
PANEL-00474,SunPower,550,521.0,9,0.6,34.3,8.7,94.7,2012-11-10,"Bhadla Solar Park, Rajasthan",Block F3,27.56582,71.90458
PANEL-00475,SunPower,450,444.4,1,1.25,35.9,16.3,98.8,2017-10-06,"Bhadla Solar Park, Rajasthan",Block F4,27.56582,71.91433
PANEL-00476,Jinko,500,439.7,15,0.85,39.0,24.5,87.9,2024-02-09,"Bhadla Solar Park, Rajasthan",Block F5,27.56582,71.92408
PANEL-00477,Trina,500,500.0,0,0.63,52.3,16.9,100.0,2023-09-03,"Bhadla Solar Park, Rajasthan",Block F6,27.56582,71.93382
PANEL-00478,Jinko,550,537.0,2,1.19,36.0,20.9,97.6,2024-04-25,"Bhadla Solar Park, Rajasthan",Block F7,27.56582,71.94358
PANEL-00479,Jinko,450,378.7,15,1.14,45.2,17.4,84.2,2013-12-25,"Bhadla Solar Park, Rajasthan",Block F8,27.56582,71.95333
PANEL-00480,Jinko,450,438.7,2,1.26,54.6,22.6,97.5,2013-12-07,"Bhadla Solar Park, Rajasthan",Block A1,27.5122,71.87727
PANEL-00481,Jinko,450,405.7,8,1.29,34.8,16.6,90.2,2020-06-22,"Bhadla Solar Park, Rajasthan",Block A2,27.5122,71.88702
PANEL-00482,Trina,450,437.4,2,1.41,46.7,2.8,97.2,2019-07-18,"Bhadla Solar Park, Rajasthan",Block A3,27.5122,71.89677
PANEL-00483,SunPower,500,418.2,13,1.36,59.0,13.7,83.6,2016-09-30,"Bhadla Solar Park, Rajasthan",Block A4,27.5122,71.90653
PANEL-00484,Jinko,500,485.3,2,1.48,38.1,1.1,97.1,2014-09-14,"Bhadla Solar Park, Rajasthan",Block A5,27.5122,71.91627
PANEL-00485,Trina,500,437.8,9,1.47,30.6,3.2,87.6,2015-06-18,"Bhadla Solar Park, Rajasthan",Block A6,27.5122,71.92602
PANEL-00486,SunPower,500,485.4,2,1.47,45.4,21.0,97.1,2020-07-29,"Bhadla Solar Park, Rajasthan",Block A7,27.5122,71.93577
PANEL-00487,Canadian Solar,500,467.3,6,1.12,48.8,14.0,93.5,2013-09-16,"Bhadla Solar Park, Rajasthan",Block A8,27.5122,71.94553
PANEL-00488,Trina,550,485.1,11,1.14,25.3,3.0,88.2,2019-03-14,"Bhadla Solar Park, Rajasthan",Block B1,27.5232,71.87727
PANEL-00489,LG,550,521.3,7,0.76,37.4,1.2,94.8,2017-03-20,"Bhadla Solar Park, Rajasthan",Block B2,27.5232,71.88702
PANEL-00490,Trina,550,536.9,3,0.8,23.9,7.5,97.6,2020-06-10,"Bhadla Solar Park, Rajasthan",Block B3,27.5232,71.89677
PANEL-00491,Panasonic,500,478.5,8,0.55,47.8,22.6,95.7,2015-09-06,"Bhadla Solar Park, Rajasthan",Block B4,27.5232,71.90653
PANEL-00492,Trina,550,524.2,7,0.69,39.0,19.9,95.3,2022-01-07,"Bhadla Solar Park, Rajasthan",Block B5,27.5232,71.91627
PANEL-00493,Jinko,500,443.6,11,1.08,38.3,24.9,88.7,2022-04-25,"Bhadla Solar Park, Rajasthan",Block B6,27.5232,71.92602
PANEL-00494,LG,450,431.9,4,1.02,30.7,2.3,96.0,2017-01-10,"Bhadla Solar Park, Rajasthan",Block B7,27.5232,71.93577
PANEL-00495,Trina,550,500.6,8,1.17,42.4,20.7,91.0,2024-08-30,"Bhadla Solar Park, Rajasthan",Block B8,27.5232,71.94553
PANEL-00496,LG,550,467.9,15,1.07,20.0,7.9,85.1,2016-08-20,"Bhadla Solar Park, Rajasthan",Block C1,27.5342,71.87727
PANEL-00497,SunPower,500,423.2,13,1.27,46.8,15.0,84.6,2020-12-23,"Bhadla Solar Park, Rajasthan",Block C2,27.5342,71.88702
PANEL-00498,Canadian Solar,550,534.6,3,0.94,56.1,14.8,97.2,2016-05-31,"Bhadla Solar Park, Rajasthan",Block C3,27.5342,71.89677
PANEL-00499,Canadian Solar,550,541.9,2,0.74,53.1,12.8,98.5,2024-07-17,"Bhadla Solar Park, Rajasthan",Block C4,27.5342,71.90653
PANEL-00500,Jinko,450,421.8,5,1.29,37.9,24.6,93.7,2023-08-13,"Bhadla Solar Park, Rajasthan",Block C5,27.5342,71.91627
PANEL-00501,Jinko,400,388.7,5,0.57,22.5,6.4,97.2,2021-05-09,"Bhadla Solar Park, Rajasthan",Block C6,27.5342,71.92602
PANEL-00502,LG,500,444.7,12,0.97,37.8,4.9,88.9,2011-11-04,"Bhadla Solar Park, Rajasthan",Block C7,27.5342,71.93577
PANEL-00503,SunPower,550,489.0,15,0.78,20.0,5.2,88.9,2013-07-10,"Bhadla Solar Park, Rajasthan",Block C8,27.5342,71.94553
PANEL-00504,SunPower,550,513.8,5,1.35,35.2,11.6,93.4,2016-03-04,"Bhadla Solar Park, Rajasthan",Block D1,27.5452,71.87727
PANEL-00505,SunPower,450,450.0,0,0.72,47.8,9.9,100.0,2020-01-02,"Bhadla Solar Park, Rajasthan",Block D2,27.5452,71.88702
PANEL-00506,Jinko,450,418.7,8,0.9,42.1,2.8,93.0,2018-10-22,"Bhadla Solar Park, Rajasthan",Block D3,27.5452,71.89677
PANEL-00507,SunPower,550,497.0,10,1.01,32.5,21.9,90.4,2014-05-10,"Bhadla Solar Park, Rajasthan",Block D4,27.5452,71.90653
PANEL-00508,Panasonic,500,417.0,15,1.2,32.9,10.5,83.4,2017-05-03,"Bhadla Solar Park, Rajasthan",Block D5,27.5452,71.91627
PANEL-00509,Trina,550,498.0,7,1.41,24.9,17.9,90.5,2017-07-06,"Bhadla Solar Park, Rajasthan",Block D6,27.5452,71.92602
PANEL-00510,Canadian Solar,400,362.8,12,0.81,35.2,6.4,90.7,2024-08-31,"Bhadla Solar Park, Rajasthan",Block D7,27.5452,71.93577
PANEL-00511,Panasonic,550,550.0,0,1.1,41.5,17.2,100.0,2015-08-12,"Bhadla Solar Park, Rajasthan",Block D8,27.5452,71.94553
PANEL-00512,Panasonic,550,535.5,3,0.88,20.0,3.0,97.4,2019-12-03,"Bhadla Solar Park, Rajasthan",Block E1,27.5562,71.87727
PANEL-00513,Trina,400,366.3,7,1.25,32.8,1.8,91.6,2017-03-18,"Bhadla Solar Park, Rajasthan",Block E2,27.5562,71.88702
PANEL-00514,Trina,400,393.2,2,0.85,41.7,17.0,98.3,2019-10-26,"Bhadla Solar Park, Rajasthan",Block E3,27.5562,71.89677
PANEL-00515,LG,500,489.1,2,1.09,44.4,0.3,97.8,2014-11-13,"Bhadla Solar Park, Rajasthan",Block E4,27.5562,71.90653
PANEL-00516,LG,400,388.8,2,1.41,49.5,18.1,97.2,2019-03-23,"Bhadla Solar Park, Rajasthan",Block E5,27.5562,71.91627
PANEL-00517,Jinko,400,378.0,4,1.4,42.9,1.7,94.5,2017-04-15,"Bhadla Solar Park, Rajasthan",Block E6,27.5562,71.92602
PANEL-00518,Canadian Solar,400,364.5,7,1.32,43.2,11.2,91.1,2021-03-08,"Bhadla Solar Park, Rajasthan",Block E7,27.5562,71.93577
PANEL-00519,Jinko,450,396.0,9,1.41,59.0,20.2,88.0,2023-07-04,"Bhadla Solar Park, Rajasthan",Block E8,27.5562,71.94553
PANEL-00520,Canadian Solar,500,436.4,14,0.97,50.5,10.1,87.3,2017-01-26,"Bhadla Solar Park, Rajasthan",Block F1,27.56857,71.87727
PANEL-00521,SunPower,400,375.6,6,1.04,36.6,21.5,93.9,2012-07-22,"Bhadla Solar Park, Rajasthan",Block F2,27.56857,71.88702
PANEL-00522,Panasonic,400,369.2,11,0.73,30.7,14.5,92.3,2012-07-11,"Bhadla Solar Park, Rajasthan",Block F3,27.56857,71.89677
PANEL-00523,Panasonic,500,459.7,14,0.6,20.0,22.2,91.9,2021-01-24,"Bhadla Solar Park, Rajasthan",Block F4,27.56857,71.90653
PANEL-00524,Panasonic,550,492.4,10,1.1,50.3,9.4,89.5,2018-06-30,"Bhadla Solar Park, Rajasthan",Block F5,27.56857,71.91627
PANEL-00525,LG,450,432.9,6,0.64,51.3,22.3,96.2,2017-09-19,"Bhadla Solar Park, Rajasthan",Block F6,27.56857,71.92602
PANEL-00526,Trina,550,501.7,14,0.65,40.5,15.9,91.2,2018-04-17,"Bhadla Solar Park, Rajasthan",Block F7,27.56857,71.93577
PANEL-00527,Trina,450,375.1,14,1.29,38.4,14.9,83.4,2018-08-21,"Bhadla Solar Park, Rajasthan",Block F8,27.56857,71.94553
PANEL-00528,LG,450,420.5,5,1.35,52.2,14.5,93.4,2013-02-28,"Bhadla Solar Park, Rajasthan",Block A1,27.5122,71.87923
PANEL-00529,SunPower,550,465.2,14,1.19,41.1,3.5,84.6,2022-10-28,"Bhadla Solar Park, Rajasthan",Block A2,27.5122,71.88898
PANEL-00530,Trina,450,419.3,7,1.01,39.0,1.0,93.2,2014-06-13,"Bhadla Solar Park, Rajasthan",Block A3,27.5122,71.89872
PANEL-00531,Jinko,450,392.1,15,0.91,44.1,9.9,87.1,2020-05-01,"Bhadla Solar Park, Rajasthan",Block A4,27.5122,71.90848
PANEL-00532,LG,550,515.4,10,0.65,29.0,20.9,93.7,2026-04-26,"Bhadla Solar Park, Rajasthan",Block A5,27.5122,71.91823
PANEL-00533,Canadian Solar,500,480.8,4,0.97,39.6,11.1,96.2,2024-07-03,"Bhadla Solar Park, Rajasthan",Block A6,27.5122,71.92798
PANEL-00534,Jinko,500,445.4,11,1.05,42.0,3.8,89.1,2021-05-09,"Bhadla Solar Park, Rajasthan",Block A7,27.5122,71.93773
